Rating,Price,Skills,Weak Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Popularity,Base Stats,In Game Stats,Team,Nation,League,CF,CM,RW,LM,CDM,RB,GK,CAM,RWB,LWB,CB,LB,RM,LW,ST,Card Type,Acceleration Type,Work Rate (Attack),Work Rate (Defense),Height (cm),Weight (kg)
65,950.0,3,3,73,41,53,63,60,60,0,350,1567,dep. la guaira,panama,conmebol sudamericana,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,sudamericana,controlled,m,m,178.0,73.0
65,400.0,1,2,60,64,62,62,40,69,0,357,827,spal,italy,italy serie b (2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,185.0,72.796977124183
65,350.0,3,3,68,64,64,68,36,55,2,355,1740,górnik zabrze,spain,polski ekstraklasa (pol 1),1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,normal,controlled,h,l,169.0,72.796977124183
65,400.0,2,3,51,53,61,64,61,69,2,359,1733,fc annecy,algeria,ligue 2 (fra 2),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,m,178.0,76.0
65,400.0,3,3,71,64,62,66,49,73,3,385,1843,fc goa,spain,indian super league (ind 1),1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,normal,controlled,m,m,177.0,71.0
65,400.0,3,4,68,59,63,67,60,72,1,389,1870,ascoli,italy,italy serie b (2),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,normal,controlled,h,m,181.0,75.0
65,400.0,3,3,63,56,65,65,64,65,1,378,1812,spal,argentina,italy serie b (2),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,m,176.0,68.0
65,400.0,1,3,66,63,58,67,49,65,6,368,827,macarthur fc,poland,a-league (aus 1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,191.0,72.796977124183
65,400.0,2,3,65,36,45,48,65,66,0,325,1483,cracovia,czech republic,polski ekstraklasa (pol 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,m,m,190.0,72.796977124183
65,750.0,2,3,43,45,55,48,65,63,0,319,1550,montevideo wanderers,uruguay,conmebol sudamericana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sudamericana,controlled,m,m,189.0,72.796977124183
65,400.0,3,3,71,57,61,66,33,61,0,349,1675,ümraniyespor,turkey,süper lig (tur 1),0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,normal,controlled,m,l,180.0,77.0
65,400.0,1,2,66,67,68,63,44,61,2,369,953,ternana,italy,italy serie b (2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,186.0,72.796977124183
65,400.0,3,3,57,60,63,62,63,72,0,377,1832,aalesunds fk,norway,eliteserien (nor 1),0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,normal,lengthy,h,m,190.0,72.796977124183
65,400.0,3,4,76,60,62,66,32,58,1,354,1703,rot-weiss essen,germany,3. liga (ger 3),0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,normal,explosive,h,m,173.0,72.0
65,400.0,2,4,45,29,46,41,65,75,2,301,1458,miedź legnica,montenegro,polski ekstraklasa (pol 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,h,185.0,72.796977124183
65,650.0,2,3,75,44,57,61,59,77,3,373,1704,9 de octubre,ecuador,conmebol sudamericana,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,sudamericana,lengthy,m,m,177.0,65.0
65,950.0,2,3,34,40,54,52,64,74,1,318,1513,havre ac,france,ligue 2 (fra 2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,194.0,72.796977124183
65,400.0,2,3,68,64,49,63,30,82,4,356,1683,jamshedpur fc,nigeria,indian super league (ind 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,h,m,180.0,74.0
65,400.0,2,3,55,36,52,51,65,71,0,330,1606,odisha fc,spain,indian super league (ind 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,l,h,181.0,76.0
65,1100.0,3,3,71,65,65,67,59,67,2,394,1883,aalesunds fk,norway,eliteserien (nor 1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,controlled,h,h,182.0,76.0
65,1500.0,3,3,69,58,66,71,49,62,1,375,1800,bari,italy,italy serie b (2),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,controlled,h,m,187.0,72.796977124183
65,400.0,1,3,65,62,65,66,56,64,0,378,929,sc bastia,france,ligue 2 (fra 2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,181.0,78.0
65,3000.0,1,1,63,62,64,66,44,62,1,361,869,südtirol,italy,italy serie b (2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,187.0,72.796977124183
65,400.0,1,2,68,63,66,68,34,64,1,363,811,portland timbers,united states,major league soccer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,400.0,2,3,64,61,63,66,62,73,1,389,1881,pisa,italy,italy serie b (2),0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,184.0,77.0
65,400.0,2,3,78,65,54,62,32,76,1,367,1679,chennaiyin fc,ghana,indian super league (ind 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,m,m,190.0,72.796977124183
65,950.0,2,3,66,48,56,63,61,58,1,352,1664,ac ajaccio,comoros,ligue 1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,normal,controlled,m,h,172.0,65.0
65,400.0,2,3,48,58,59,50,66,63,5,344,1677,widzew łódź,czech republic,polski ekstraklasa (pol 1),0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,185.0,72.796977124183
65,400.0,3,2,80,66,59,67,49,73,2,394,1823,oxford united,suriname,efl league one (eng 3),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,normal,controlled,m,m,187.0,72.796977124183
65,400.0,1,3,66,65,61,67,40,64,0,363,779,cittadella,italy,italy serie b (2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,187.0,72.796977124183
65,450.0,2,3,35,34,44,42,64,74,2,293,1394,aalesunds fk,sweden,eliteserien (nor 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,187.0,72.796977124183
65,400.0,2,4,71,29,51,62,65,63,3,341,1573,fc cincinnati,united states,major league soccer,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,normal,controlled,m,h,175.0,68.0
65,400.0,3,3,63,63,67,66,39,58,3,356,1722,rot-weiss essen,germany,3. liga (ger 3),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,normal,controlled,m,m,177.0,76.0
65,450.0,3,3,63,66,66,71,39,39,0,344,1711,grenoble,france,ligue 2 (fra 2),0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,normal,controlled,m,m,177.0,71.0
65,400.0,3,3,58,62,66,67,54,61,3,368,1804,sepsi osk,romania,liga i (rom 1),0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,normal,controlled,m,m,173.0,70.0
65,400.0,4,2,58,60,68,67,33,40,0,326,1627,al raed,saudi arabia,mbs pro league (sau 1),0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,normal,controlled,m,l,164.0,72.796977124183
65,400.0,1,3,63,63,64,62,27,69,0,348,818,kvc westerlo,belgium,1a pro league (bel 1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,187.0,72.796977124183
65,400.0,3,3,71,65,59,65,29,59,3,348,1665,miedź legnica,chile,polski ekstraklasa (pol 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,m,l,175.0,74.0
65,400.0,3,3,74,51,61,66,56,66,2,374,1766,widzew łódź,portugal,polski ekstraklasa (pol 1),0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,normal,controlled,h,m,185.0,72.796977124183
65,400.0,1,2,65,64,59,63,46,65,3,362,849,hellas verona,italy,serie a tim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,195.0,72.796977124183
65,1600.0,2,3,59,27,51,58,66,70,2,331,1530,the strongest,bolivia,conmebol libertadores,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,libertadores,lengthy,m,m,178.0,78.0
65,3400.0,3,3,75,62,62,67,39,43,1,348,1672,tsv hartberg,turkey,ö bundesliga (aut 1),0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,normal,explosive,m,m,172.0,63.0
65,450.0,3,3,65,49,59,59,62,79,-1,373,1719,korona kielce,poland,polski ekstraklasa (pol 1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,lengthy,h,h,185.0,72.796977124183
65,400.0,2,3,35,33,39,45,67,73,16,292,1394,sm caen,cameroon,ligue 2 (fra 2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,h,189.0,72.796977124183
65,400.0,1,2,63,61,63,65,22,65,1,339,738,club atlético platense,argentina,primera división (arg 1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,700.0,2,2,49,32,46,39,63,78,0,307,1438,bengaluru fc,brazil,indian super league (ind 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,l,m,195.0,72.796977124183
65,400.0,2,3,80,61,60,66,35,59,2,361,1695,korona kielce,poland,polski ekstraklasa (pol 1),0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,normal,explosive,h,m,172.0,67.0
65,1800.0,3,3,67,65,57,65,38,67,0,359,1665,cittadella,senegal,italy serie b (2),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,h,m,184.0,79.0
65,700.0,3,2,77,59,60,63,35,55,-1,349,1586,cs emelec,ecuador,conmebol libertadores,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,libertadores,explosive,m,l,172.0,77.0
65,400.0,2,4,89,54,59,61,56,70,1,389,1787,gif sundsvall,sweden,allsvenskan (swe 1),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,normal,controlled,h,h,183.0,74.0
65,1500.0,2,3,67,37,57,62,62,74,0,359,1692,aalesunds fk,serbia,eliteserien (nor 1),0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,normal,lengthy,m,m,185.0,72.796977124183
65,1500.0,2,4,71,64,47,61,32,63,-3,338,1588,wolfsberger ac,greece,ö bundesliga (aut 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,m,l,185.0,72.796977124183
65,900.0,2,4,57,66,55,58,27,67,-1,330,1610,fortuna sittard,netherlands,eredivisie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,m,m,188.0,72.796977124183
65,400.0,3,3,78,61,63,65,53,50,-1,370,1782,jagiellonia,spain,polski ekstraklasa (pol 1),1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,normal,controlled,h,m,184.0,66.0
65,400.0,3,3,75,61,61,75,28,55,2,355,1647,konyaspor,croatia,süper lig (tur 1),0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,normal,controlled,m,m,180.0,72.0
65,400.0,2,3,53,42,54,54,66,66,2,335,1579,cosenza,finland,italy serie b (2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,450.0,2,2,73,37,53,48,67,65,1,343,1601,kaizer chiefs,south africa,south african fl (rsa 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,180.0,72.0
65,400.0,3,3,80,59,61,68,27,60,0,355,1702,lyngby bk,denmark,3f superliga (den 1),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,normal,explosive,h,l,170.0,72.796977124183
65,400.0,3,2,80,58,63,67,57,66,4,391,1826,svww,canada,3. liga (ger 3),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,normal,explosive,m,m,172.0,71.0
65,400.0,2,3,69,47,59,65,63,63,2,366,1739,lask,serbia,ö bundesliga (aut 1),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,h,179.0,74.0
65,400.0,2,3,65,31,53,57,64,74,-3,344,1595,saarbrücken,germany,3. liga (ger 3),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,normal,lengthy,m,h,184.0,80.0
65,750.0,2,3,75,29,48,50,68,68,1,338,1534,dep. táchira,colombia,conmebol libertadores,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,libertadores,controlled,m,m,177.0,72.0
65,400.0,3,4,72,62,63,65,34,49,2,345,1612,univ. craiova,croatia,liga i (rom 1),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,normal,controlled,m,m,180.0,70.0
65,450.0,3,4,74,66,57,70,28,55,5,350,1631,cittadella,italy,italy serie b (2),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,normal,controlled,h,m,179.0,73.0
65,400.0,2,3,67,36,56,61,61,69,1,350,1618,dundee united,scotland,scottish premiership (spfl),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,normal,controlled,m,m,183.0,75.0
65,400.0,2,2,80,44,58,58,60,65,-1,365,1679,albacete balompié,iceland,laliga smartbank (esp 2),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,normal,controlled,h,l,176.0,70.0
65,650.0,3,3,58,66,48,63,28,69,0,332,1578,everton de viña del mar,chile,conmebol sudamericana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sudamericana,lengthy,m,l,177.0,77.0
65,650.0,3,3,64,64,60,60,33,77,0,358,1711,river plate montevideo,uruguay,conmebol sudamericana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sudamericana,lengthy,m,l,190.0,72.796977124183
65,800.0,3,2,84,59,59,68,23,53,-3,346,1612,go ahead eagles,netherlands,eredivisie,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,normal,explosive,m,l,170.0,72.796977124183
65,400.0,3,3,80,50,56,64,57,76,0,383,1754,macarthur fc,australia,a-league (aus 1),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,h,h,186.0,72.796977124183
65,650.0,2,3,67,45,59,61,61,67,-1,360,1663,deportes antofagasta,chile,conmebol sudamericana,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,sudamericana,controlled,h,m,172.0,73.0
65,400.0,2,2,58,36,51,59,64,67,1,335,1591,warta poznań,poland,polski ekstraklasa (pol 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,h,185.0,72.796977124183
65,650.0,2,3,67,40,54,60,62,57,2,340,1635,deportes antofagasta,chile,conmebol sudamericana,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,sudamericana,controlled,m,m,177.0,60.0
65,1900.0,3,3,68,64,61,63,34,66,1,356,1656,pohang steelers,korea republic,k league 1 (kor 1),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,normal,controlled,h,l,184.0,75.0
65,400.0,1,2,66,68,63,64,25,67,1,353,738,fc annecy,france,ligue 2 (fra 2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,184.0,78.0
65,400.0,3,3,75,57,52,65,59,64,0,372,1710,jeju united,korea republic,k league 1 (kor 1),0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,normal,controlled,h,m,175.0,72.0
65,400.0,1,2,68,63,57,67,36,66,0,357,688,cittadella,albania,italy serie b (2),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,189.0,72.796977124183
65,450.0,4,4,68,62,64,68,41,56,2,359,1702,fc rapid,romania,liga i (rom 1),0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,normal,controlled,m,l,175.0,77.0
65,400.0,2,3,68,35,48,52,65,75,1,343,1604,albacete balompié,cameroon,laliga smartbank (esp 2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,185.0,72.796977124183
65,400.0,3,2,74,53,66,69,29,50,8,341,1634,aik,luxembourg,allsvenskan (swe 1),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,normal,controlled,m,m,175.0,69.0
65,400.0,2,3,64,56,63,64,60,67,2,374,1783,burgos cf,spain,laliga smartbank (esp 2),0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,normal,controlled,m,h,174.0,66.0
65,400.0,4,3,78,59,60,68,31,39,5,335,1555,macarthur fc,australia,a-league (aus 1),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,normal,explosive,m,m,171.0,73.0
65,500.0,2,3,67,26,54,59,64,67,2,337,1557,excelsior,belgium,eredivisie,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,m,m,183.0,72.0
65,400.0,3,3,70,66,59,64,48,63,0,370,1722,brescia,netherlands,italy serie b (2),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,normal,controlled,h,l,178.0,71.0
65,400.0,2,2,54,32,39,43,70,66,1,304,1417,modena,italy,italy serie b (2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,l,h,185.0,72.796977124183
65,2700.0,3,3,70,61,60,66,57,67,0,381,1815,casa pia ac,portugal,liga nos (por 1),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,normal,controlled,m,m,180.0,70.0
65,2500.0,2,2,67,33,43,46,63,69,0,321,1464,central córdoba,uruguay,primera división (arg 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,h,m,182.0,73.0
65,450.0,2,4,65,34,54,57,65,67,2,342,1604,sc cambuur,netherlands,eredivisie,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,185.0,72.796977124183
65,400.0,3,3,70,62,62,62,58,67,3,381,1823,hamkam fotball,norway,eliteserien (nor 1),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,h,m,178.0,73.0
65,5500.0,2,3,65,22,41,47,67,58,1,300,1396,dep. táchira,panama,conmebol libertadores,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,libertadores,controlled,l,h,175.0,75.0
65,400.0,2,3,60,41,56,59,62,61,2,339,1588,albacete balompié,spain,laliga smartbank (esp 2),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,m,m,181.0,75.0
65,400.0,3,3,76,63,57,67,36,55,4,354,1638,fc st. gallen,côte d'ivoire,raiffeisen super l. (sui 1),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,normal,controlled,m,m,177.0,75.0
65,400.0,2,3,73,58,57,62,63,65,1,378,1736,ümraniyespor,turkey,süper lig (tur 1),0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,normal,controlled,m,m,184.0,74.0
65,400.0,3,3,67,58,58,67,61,64,1,375,1789,charlotte fc,united states,major league soccer,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,m,173.0,70.0
65,1200.0,2,3,67,63,54,60,44,69,3,357,1661,ws wanderers,bosnia and herzegovina,a-league (aus 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,h,m,187.0,72.796977124183
65,400.0,2,3,75,48,60,63,58,62,1,366,1719,fc andorra,spain,laliga smartbank (esp 2),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,h,m,166.0,72.796977124183
65,400.0,3,3,82,65,56,66,24,69,0,362,1647,fc winterthur,switzerland,raiffeisen super l. (sui 1),0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,normal,controlled,h,m,179.0,83.0
65,400.0,3,3,70,60,61,67,59,69,3,386,1810,ümraniyespor,congo,süper lig (tur 1),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,normal,controlled,m,l,179.0,71.0
65,1000.0,2,3,63,33,39,51,66,68,3,320,1467,central coast,nigeria,a-league (aus 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,m,m,186.0,72.796977124183
65,400.0,2,3,52,46,59,55,61,83,7,356,1656,fsv zwickau,germany,3. liga (ger 3),0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,normal,controlled,l,m,186.0,72.796977124183
65,1900.0,3,3,73,62,65,66,42,54,-1,362,1732,uta arad,romania,liga i (rom 1),0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,normal,explosive,m,l,175.0,72.0
65,400.0,1,2,64,63,62,65,28,66,1,348,776,kilmarnock,england,scottish premiership (spfl),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,450.0,3,3,81,60,61,69,29,51,3,351,1631,reggina,honduras,italy serie b (2),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,normal,explosive,h,m,178.0,73.0
65,400.0,3,4,70,62,61,67,31,49,1,340,1588,reggina,italy,italy serie b (2),0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,normal,controlled,m,m,177.0,71.0
65,400.0,2,3,74,47,53,64,62,58,-1,358,1705,adana demirspor,turkey,süper lig (tur 1),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,normal,controlled,m,m,177.0,70.0
65,450.0,1,1,66,61,62,66,31,64,2,350,758,kalmar ff,brazil,allsvenskan (swe 1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,400.0,3,3,75,57,63,69,58,61,2,383,1826,degerfors if,costa rica,allsvenskan (swe 1),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,normal,explosive,m,m,178.0,77.0
65,3500.0,2,3,81,66,56,64,29,57,3,353,1635,i̇stanbulspor,albania,süper lig (tur 1),0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,normal,controlled,m,m,183.0,75.0
65,950.0,2,3,60,43,55,57,63,67,817,345,1616,atlético tucumán,colombia,primera división (arg 1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,h,177.0,76.0
65,400.0,2,3,72,25,55,62,59,70,2,343,1550,preston,senegal,efl championship (eng 2),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,normal,lengthy,m,m,187.0,72.796977124183
65,400.0,3,3,65,61,67,66,55,53,2,367,1768,hibernian,scotland,scottish premiership (spfl),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,normal,controlled,h,m,186.0,72.796977124183
65,400.0,2,2,61,29,38,42,65,72,1,307,1419,perugia,italy,italy serie b (2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,m,m,191.0,72.796977124183
65,700.0,3,4,66,55,64,68,59,68,5,380,1798,ac monza,italy,serie a tim,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,m,184.0,76.0
65,400.0,1,2,66,64,58,67,40,65,1,360,788,rc celta,cuba,laliga santander,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,normal,controlled,m,m,193.0,72.796977124183
65,2600.0,3,3,78,60,60,66,59,50,-1,373,1750,oriente petrolero,bolivia,conmebol sudamericana,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,sudamericana,explosive,m,m,175.0,71.0
65,400.0,3,3,64,61,61,71,43,57,0,357,1706,impact montréal,united states,major league soccer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,m,l,175.0,76.0
65,450.0,3,3,75,57,61,70,27,59,0,349,1622,fc sion,france,raiffeisen super l. (sui 1),0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,normal,controlled,h,l,175.0,65.0
65,400.0,3,3,77,43,52,65,60,74,2,371,1679,sc austria,brazil,ö bundesliga (aut 1),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,normal,controlled,h,m,184.0,84.0
65,950.0,3,3,75,62,56,71,37,42,0,343,1622,aldosivi,colombia,primera división (arg 1),0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,normal,controlled,m,m,174.0,79.0
65,3300.0,3,3,78,45,55,63,59,70,1,370,1686,lyngby bk,denmark,3f superliga (den 1),0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,normal,controlled,h,m,185.0,72.796977124183
65,400.0,2,2,62,64,45,57,32,71,2,331,1547,sepsi osk,romania,liga i (rom 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,m,l,192.0,72.796977124183
65,400.0,3,3,79,62,62,64,48,55,0,370,1732,fc hermannstadt,romania,liga i (rom 1),0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,normal,explosive,h,m,176.0,72.0
65,700.0,2,3,61,50,59,54,59,74,0,357,1663,independiente medellín,colombia,conmebol sudamericana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,sudamericana,controlled,m,m,188.0,72.796977124183
65,400.0,2,3,76,65,46,60,26,75,1,348,1587,cracovia,poland,polski ekstraklasa (pol 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,m,m,187.0,72.796977124183
65,650.0,3,3,74,62,51,63,28,75,10,353,1638,suwon samsung,korea republic,k league 1 (kor 1),1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,h,m,185.0,72.796977124183
65,1400.0,2,3,69,53,62,67,49,68,17,368,1686,feyenoord,netherlands,eredivisie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,controlled,m,m,188.0,72.796977124183
65,400.0,2,3,58,28,41,45,65,71,2,308,1397,mke ankaragücü,bosnia and herzegovina,süper lig (tur 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,m,m,189.0,72.796977124183
65,400.0,4,3,83,56,56,68,27,62,2,352,1592,svww,germany,3. liga (ger 3),0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,normal,controlled,h,l,182.0,72.0
65,400.0,2,2,64,30,41,52,66,70,1,323,1480,gd estoril praia,portugal,liga nos (por 1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,lengthy,m,m,186.0,72.796977124183
65,750.0,2,2,64,24,54,55,64,71,1,332,1523,dep. táchira,venezuela,conmebol libertadores,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,libertadores,lengthy,m,m,183.0,81.0
65,400.0,2,3,55,39,41,45,65,75,1,320,1493,cosenza,italy,italy serie b (2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,controlled,l,m,188.0,72.796977124183
65,1600.0,2,3,68,39,54,61,64,62,1,348,1629,miedź legnica,dominican republic,polski ekstraklasa (pol 1),0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,normal,controlled,m,m,170.0,72.796977124183
65,400.0,3,4,64,34,54,61,63,59,1,335,1570,racing de santander,spain,laliga smartbank (esp 2),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,normal,controlled,m,m,178.0,70.0
65,400.0,3,3,76,61,56,64,26,61,0,344,1598,legia warszawa,poland,polski ekstraklasa (pol 1),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,h,l,183.0,77.0
65,400.0,2,2,72,67,51,67,27,57,5,341,1631,stade lavallois,algeria,ligue 2 (fra 2),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,explosive,m,m,177.0,71.0
65,400.0,2,4,68,67,53,67,23,55,17,333,1571,palermo,italy,italy serie b (2),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal,controlled,m,m,180.0,75.0
65,400.0,3,3,74,64,50,64,30,74,4,356,1639,cremonese,italy,serie a tim,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,normal,lengthy,m,m,190.0,72.796977124183
